536.9199184303351, 216.52015358612582
556.9449037330982, 215.26859200470312
574.4667658730159, 214.64281121399176
600.7495590828925, 215.26859200470312
634.5417217813051, 219.0232767489712
660.8245149911817, 224.02952307466197
670.8370076425632, 230.28733098177543
679.597938712522, 241.55138521457965
682.7268426660788, 251.56387786596122
683.9784042475015, 265.95683605232216
682.1010618753675, 286.6076021457966
674.5916923868311, 301.0005603321577
665.8307613168724, 312.89039535567315
662.0760765726044, 320.3997648442093
654.5667070840682, 334.16694223985894
643.3026528512639, 354.191927542622
634.5417217813051, 376.72003600823047
629.5354754556143, 389.2356518224574
625.7807907113463, 400.4997060552616
622.0261059670783, 410.5121987066431
613.2651748971193, 423.0278145208701
602.0011206643152, 434.29186875367435
591.9886280129335, 443.05279982363317
579.4730121987067, 451.81373089359204
564.4542732216344, 458.07153880070547
555.6933421516756, 461.8262235449736
548.1839726631393, 461.8262235449736
535.6683568489124, 459.3231003821282
516.2691523368607, 458.69731959141683
498.12150940623167, 458.69731959141683
486.8574551734274, 459.3231003821282
468.084031452087, 459.3231003821282
446.80748456790127, 460.57466196355085
434.29186875367435, 460.57466196355085
423.0278145208701, 455.5684156378601
410.5121987066432, 446.80748456790127
401.7512676366843, 439.2981150793651
394.24189814814815, 428.03406084656086
387.9840902410347, 416.7700066137566
386.732528659612, 405.5059523809524
387.9840902410347, 395.4934597295709
390.4872134038801, 382.97784391534395
393.6161173574368, 369.8364473104057
400.49970605526164, 347.9341196355086
408.0090755437978, 327.28335354203415
414.2668834509112, 311.63883377425043
420.5246913580247, 299.1232179600235
426.78249926513814, 286.6076021457966
431.7887455908289, 279.09823265726044
439.2981150793651, 270.33730158730157
450.5621693121693, 261.57637051734275
464.32934670781896, 250.93809707524986
486.8574551734274, 237.17091967960022
506.8824404761905, 227.78420781893004
518.1464947089947, 222.77796149323927
536.9199184303351, 216.52015358612582
